id,target
000bf832cae9ff1,0.034070097
000c74cc71a1140,0.037997715
000f5f9851161d3,0.033558328
000f7499e95aba6,0.3109327
00133ce6ec257f9,0.0722812
0014926d972f4f5,0.030018479
0014e523a391acf,0.9947661
0015d7e2d516140,0.024275403
001891be58f53d4,0.18122901
001bb1d7a769e7c,0.077929884
001bbef94e70824,0.05699302
0021c680a8d59e9,0.99915296
0022e30fd1ebe55,0.03504836
00253c0f136e834,0.110041335
00254afb7e880dc,0.04426245
0025ed1285820e7,0.9992261
0026e4e93a2b4fe,0.06749658
0029a34b563d964,0.04525406
002a40e35cb4963,0.026069757
002a62a9b6d192c,0.037866376
002b9aecde40ab0,0.08129563
002b9bc62409279,0.05422605
002c8276e93da37,0.9996316
002ff8e930177de,0.99209785
00314d4632fe872,0.9999512
00317106f0d7fbd,0.26136458
0032149f874e62d,0.053742517
003240ddd6178fd,0.07222581
00325ca34e63626,0.10727342
0033557bf4fe56a,0.996888
003413d1a8d077e,0.041537948
0036dda5186a1bc,0.09822309
003d8b8446088f3,0.04954963
003f09c38b26c42,0.04328145
0040bb451274bb2,0.99966973
0040c0c4d81e49a,0.0017685503
004322758602488,0.034933876
00446eff14fbbd8,0.04437126
004592bc2778a95,0.040666062
004740044e941a0,0.998865
0047fc1584f170d,0.037470043
0048eba7107927e,0.14054361
004b722eb2ba835,0.0079199355
004d1e194398974,0.001331798
004d5f4e9521db6,0.06998168
004e25537986ac4,0.051832933
004f442182fff78,0.066962
005271243f7c898,0.029729584
00535a55fe98987,0.3577105
0053fdcb72c344b,0.03990252
00552c1f1d86a9a,0.4759861
0055d69940545dc,0.024170447
0056c8073708b20,0.090650134
005b1167b329950,0.9948432
005b37fbd01f73b,0.99996454
005c4df6fa41056,0.050902553
005d0ff164f2915,0.045718946
005e415ae551799,0.043114983
005e897502b26f5,0.016405975
005ecf53820e43a,0.99999017
005ef092e54e078,0.7832173
005fab671f50a1c,0.044110045
006316a2f05abe0,0.10262932
00651188447ed04,0.020286912
006898e53c9aa8d,0.044929847
0068b35697d2a92,0.029406335
006ae0147f32e31,0.9998723
006c5e411276ce2,0.0336033
006e25bf40d5ccd,0.99903023
006eb89d02f12a4,0.026793387
006f093cbe14961,0.9991558
006fa6aa2e919fc,0.08699229
00725210b735603,0.04132007
00755724c13fc0e,0.11436866
00763a406348dcf,0.99997234
0076d2eafa09de4,0.9997342
0078517a59a3cdb,0.06928607
007a3e1eb788310,0.065853
007bf72d860e3c1,0.999935
007e50ffe9e9499,0.07031822
007faa1ee0970ae,0.060738336
00829a9f070cedc,0.051058494
00837447af491ea,0.9999525
00839672bb1f293,0.04685716
00844b07371b7a8,0.999983
